,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,segment,time,flow,speed,is_crash,diff_flow,diff_speed,vari_flow_in_last_4mins,vari_speed_in_last_4mins,speed_on_last_seg,flow_on_last_seg
27903,27903,27904,27905,27905,2109,81960,166,66,0,10,2,48,11,72,115
109607,109607,109987,112588,112588,4132,39960,99,76,0,16,2,48,0,73,152
39268,39268,39271,39274,39274,2207,64440,127,18,1,-21,-2,126,44,7,51
94909,94909,95203,97467,97467,4110,32640,61,81,0,5,-1,6,0,8,79
40588,40588,40592,40596,40596,2209,50280,61,10,0,2,1,6,0,8,102
110372,110372,110785,113471,113471,4133,59520,199,46,0,1,-11,12,40,79,127
76583,76583,76831,78764,78764,3216,66480,62,75,0,0,-4,8,3,23,83
52212,52212,52220,52228,52228,3107,63720,176,36,0,2,2,14,1,54,62
95698,95698,95992,98256,98256,4111,40920,160,5,1,-4,0,2,0,13,128
25576,25576,25577,25578,25578,2106,55440,62,12,0,-4,-2,2,0,5,79
5278,5278,5278,5278,5278,1108,30240,156,31,0,-106,-23,2264,122,8,102
39269,39269,39272,39275,39275,2207,64560,105,16,1,22,2,102,0,6,48
94914,94914,95208,97472,97472,4110,33240,60,80,0,6,2,6,0,9,67
93528,93528,93822,96086,96086,4108,39720,116,10,0,-6,2,123,0,23,177
23319,23319,23320,23321,23321,2103,43800,88,11,0,7,0,8,0,26,98
95668,95668,95962,98226,98226,4111,37320,243,57,0,-46,7,390,20,54,209
41580,41580,41584,41588,41588,2210,82920,93,60,0,0,1,72,0,76,61
3135,3135,3135,3135,3135,1105,32040,51,9,0,16,4,576,2,21,70
69748,69748,69886,71258,71258,3206,29760,111,74,0,-3,-4,14,3,72,111
96046,96046,96340,98604,98604,4111,82680,69,76,0,-7,-1,28,0,80,49
114441,114441,114952,119365,119365,4203,75600,14,78,0,-2,-2,0,0,74,26
65476,65476,65596,66699,66699,3129,72240,35,70,0,6,-3,8,1,72,56
56301,56301,56313,56503,56503,3115,58320,132,42,0,-12,-4,61,3,24,105
93490,93490,93784,96048,96048,4108,35160,108,9,0,13,0,32,0,17,138
110125,110125,110538,113224,113224,4133,29880,175,17,0,-22,7,219,8,35,118
134147,134147,134785,139810,139810,4232,32160,210,35,0,-6,8,9,48,67,194
4745,4745,4745,4745,4745,1107,52680,220,22,0,-47,-5,1808,4,18,112
27034,27034,27035,27036,27036,2108,57600,150,17,0,-4,-4,6,2,10,143
4683,4683,4683,4683,4683,1107,45240,179,27,1,51,3,614,2,24,151
3854,3854,3854,3854,3854,1106,32040,98,19,1,-4,3,2008,62,9,51
94968,94968,95262,97526,97526,4110,39720,129,76,0,-11,1,29,1,25,138
81489,81489,81753,83982,83982,3224,54360,86,22,0,-11,0,40,0,33,106
94336,94336,94630,96894,96894,4109,50280,208,47,0,16,-2,50,1,69,172
49128,49128,49136,49144,49144,3103,39240,60,72,0,20,-8,67,10,63,105
96537,96537,96838,99109,99109,4112,56880,148,69,0,58,-5,658,4,43,163
67874,67874,67999,69107,69107,3203,15600,7,66,0,-2,0,1,0,67,6
110779,110779,111207,114027,114027,4134,39840,78,78,0,-7,2,120,2,24,144
80772,80772,81036,83265,83265,3223,54720,133,41,1,-15,1,84,46,0,0
25578,25578,25579,25580,25580,2106,55680,59,11,0,6,2,6,0,8,97
76581,76581,76829,78762,78762,3216,66240,56,75,0,13,0,28,0,24,85
93481,93481,93775,96039,96039,4108,34080,58,3,0,-9,0,16,0,9,83
94929,94929,95223,97487,97487,4110,35040,136,74,0,-11,1,22,0,15,140
27873,27873,27874,27875,27875,2109,78240,189,17,0,-29,2,273,0,14,131
114640,114640,115151,119564,119564,4204,13080,8,78,0,-4,0,2,0,0,0
110880,110880,111308,114128,114128,4134,51960,92,74,0,6,3,123,1,34,157
109745,109745,110125,112726,112726,4132,56520,120,78,0,17,-4,141,2,76,171
109705,109705,110085,112686,112686,4132,51720,97,24,0,0,3,3,104,77,143
87957,87957,88227,90462,90462,3234,54360,47,67,0,16,-2,99,8,68,91
21381,21381,21381,21381,21381,1216,69960,170,55,0,-25,5,693,6,61,208
105011,105011,105316,107591,107591,4125,42480,177,71,0,6,1,43,0,70,143
18977,18977,18977,18977,18977,1213,40680,128,64,0,5,2,10,0,56,196
109794,109794,110174,112775,112775,4132,62400,111,74,0,3,-9,1,98,77,162
98791,98791,99095,101369,101369,4116,73440,123,70,0,-25,2,216,2,62,177
113959,113959,114441,118791,118791,4203,6720,1,80,0,2,0,0,0,78,5
95116,95116,95410,97674,97674,4110,57480,120,12,0,-3,3,54,54,57,212
95839,95839,96133,98397,98397,4111,57840,159,7,1,-3,0,17,0,12,108
84308,84308,84574,86805,86805,3228,47520,48,42,1,1,-1,34,76,7,61
16373,16373,16373,16373,16373,1208,73800,166,63,0,22,-7,112,8,75,106
14073,14073,14073,14073,14073,1205,55440,150,40,0,10,-23,124,97,18,94
42037,42037,42041,42045,42045,2211,51360,125,18,0,-8,4,314,2,21,105
54956,54956,54968,55158,55158,3112,69720,32,18,1,13,8,737,10,0,0
113305,113305,113773,118105,118105,4202,10800,4,78,0,-2,0,1,0,0,0
50290,50290,50298,50306,50306,3105,5880,31,75,0,-8,0,12,0,87,8
94921,94921,95215,97479,97479,4110,34080,121,78,0,-25,5,648,4,13,148
1199,1199,1199,1199,1199,1102,57480,142,18,0,15,-2,538,18,16,73
110875,110875,111303,114123,114123,4134,51360,108,77,0,9,-6,38,8,28,145
100203,100203,100507,102781,102781,4118,70080,182,21,0,-35,-3,206,2,35,152
96407,96407,96708,98979,98979,4112,41280,116,69,0,12,3,38,2,4,150
94977,94977,95271,97535,97535,4110,40800,124,12,0,-25,0,116,0,21,218
100201,100201,100505,102779,102779,4118,69840,161,18,0,-37,5,281,148,33,194
84590,84590,84856,87087,87087,3228,81360,63,82,0,1,-4,0,2,63,79
76585,76585,76833,78766,78766,3216,66720,62,75,0,-10,3,22,2,29,77
75867,75867,76114,78046,78046,3215,66720,77,29,1,-2,-6,11,8,66,130
75142,75142,75389,77321,77321,3214,66120,141,63,0,11,-1,26,6,68,99
95832,95832,96126,98390,98390,4111,57000,160,24,1,3,19,1106,204,63,162
110921,110921,111349,114169,114169,4134,56880,98,79,0,32,-7,188,9,23,158
82834,82834,83100,85331,85331,3226,43440,58,63,0,-3,1,1,0,47,113
3964,3964,3964,3964,3964,1106,45240,151,24,0,12,5,104,4,64,123
31974,31974,31977,31980,31980,2115,53160,96,67,0,-36,4,304,10,48,153
76578,76578,76826,78759,78759,3216,65880,63,74,0,-2,1,44,4,34,100
17657,17657,17657,17657,17657,1211,55080,254,39,0,-2,3,18,4,36,189
7631,7631,7631,7631,7631,1112,53400,95,12,0,3,3,2,2,13,110
94249,94249,94543,96807,96807,4109,39840,210,31,1,-72,-6,1294,6,13,145
93483,93483,93777,96041,96041,4108,34320,118,10,0,24,-6,1248,9,11,136
96412,96412,96713,98984,98984,4112,41880,174,64,0,16,-2,56,1,26,223
110352,110352,110765,113451,113451,4133,57120,190,22,1,-2,2,214,0,72,161
83953,83953,84219,86450,86450,3228,4920,19,84,0,2,0,1,0,70,25
4685,4685,4685,4685,4685,1107,45480,168,12,1,-7,2,54,44,15,103
94210,94210,94504,96768,96768,4109,35160,154,16,1,-14,-1,32,0,9,108
95926,95926,96220,98484,98484,4111,68280,229,53,0,-6,2,56,11,56,169
95833,95833,96127,98391,98391,4111,57120,144,17,1,16,7,69,120,44,165
28557,28557,28558,28559,28559,2110,74640,128,29,1,43,10,768,66,0,0
32809,32809,32812,32815,32815,2116,66960,69,38,1,16,23,80,190,66,98
94206,94206,94500,96764,96764,4109,34680,160,14,1,-10,1,24,0,10,116
18651,18651,18651,18651,18651,1213,1560,38,72,0,25,0,108,0,69,68
25626,25626,25627,25628,25628,2106,61440,72,16,0,3,-2,1,1,8,89
100928,100928,101232,103506,103506,4119,70680,191,46,1,21,-1,80,0,24,175
100924,100924,101228,103502,103502,4119,70200,204,45,1,-26,0,126,0,26,151
84423,84423,84689,86920,86920,3228,61320,91,67,0,-6,12,24,24,59,109
27239,27239,27240,27241,27241,2108,82200,148,70,1,-33,2,242,0,11,142
96545,96545,96846,99117,99117,4112,57840,136,75,0,-22,1,107,0,7,159
13375,13375,13375,13375,13375,1204,55440,94,18,1,41,12,802,24,16,122
34617,34617,34620,34623,34623,2119,24720,53,84,0,6,-2,28,2,82,76
96542,96542,96843,99114,99114,4112,57480,130,78,0,-8,-3,138,2,9,149
138474,138474,139150,144876,144876,5101,35280,66,62,0,12,0,24,0,0,0
94930,94930,95224,97488,97488,4110,35160,141,71,0,-5,3,44,2,16,154
83593,83593,83859,86090,86090,3227,48120,69,6,0,-6,3,6,2,62,59
94920,94920,95214,97478,97478,4110,33960,96,83,0,-37,-1,321,2,6,57
106432,106432,106737,109012,109012,4127,42840,206,55,0,-10,7,244,12,30,191
109608,109608,109988,112589,112589,4132,40080,111,77,0,-12,-1,46,0,75,134
109574,109574,109954,112555,112555,4132,36000,129,66,0,41,2,289,0,72,172
83159,83159,83425,85656,85656,3226,82440,40,66,0,5,-2,8,2,61,63
95923,95923,96217,98481,98481,4111,67920,204,65,0,-31,0,160,3,63,160
95114,95114,95408,97672,97672,4110,57240,134,29,0,31,15,194,193,60,214
109605,109605,109985,112586,112586,4132,39720,112,76,0,15,4,122,6,75,155
94978,94978,95272,97536,97536,4110,40920,128,13,0,-4,-1,164,0,17,144
83921,83921,84187,86418,86418,3228,1080,28,84,0,-1,0,6,0,70,40
94911,94911,95205,97469,97469,4110,32880,67,84,0,-11,-3,20,2,10,76
495,495,495,495,495,1101,59400,93,23,0,-12,-8,266,28,0,0
56344,56344,56356,56546,56546,3115,63480,123,38,0,0,5,5,4,28,113
39276,39276,39279,39282,39282,2207,65400,144,54,1,19,-16,76,150,8,79
11195,11195,11195,11195,11195,1201,53040,135,22,0,12,1,88,122,0,0
51231,51231,51239,51247,51247,3106,32400,96,46,0,21,-2,141,4,62,115
76580,76580,76828,78761,78761,3216,66120,69,75,0,-8,-2,11,0,25,88
85034,85034,85300,87531,87531,3229,48240,129,46,0,-10,-4,18,3,43,50
95887,95887,96181,98445,98445,4111,63600,201,64,0,19,-2,113,2,71,157
110167,110167,110580,113266,113266,4133,34920,211,44,0,-3,-8,157,37,74,147
50772,50772,50780,50788,50788,3105,63720,72,16,0,33,11,2082,40,18,136
100202,100202,100506,102780,102780,4118,69960,147,18,0,14,0,232,5,27,162
28973,28973,28974,28975,28975,2111,38160,95,63,0,-7,-1,42,2,9,146
121450,121450,122034,126981,126981,4214,40320,218,70,0,-5,0,64,0,78,132
84493,84493,84759,86990,86990,3228,69720,47,83,1,-1,3,1,2,7,49
80716,80716,80980,83209,83209,3223,48000,130,44,0,0,-2,14,11,0,0
124406,124406,124991,129939,129939,4218,56520,208,66,0,7,0,337,10,75,210
8315,8315,8315,8315,8315,1113,52920,223,16,0,-13,-3,340,2,25,149
35460,35460,35463,35466,35466,2201,39480,114,70,0,-28,-4,148,3,0,0
70834,70834,71006,72615,72615,3208,19800,23,68,0,2,-1,2,1,78,12
107128,107128,107435,109712,109712,4128,40440,125,73,0,-18,4,76,4,68,189
4539,4539,4539,4539,4539,1107,27960,284,56,0,-6,-1,496,4,37,192
144277,144277,145104,151990,151990,5203,24960,72,72,0,4,0,10,8,21,61
84113,84113,84379,86610,86610,3228,24120,104,75,0,6,2,43,1,50,144
6209,6209,6209,6209,6209,1109,55560,113,19,1,-2,-1,0,2,37,176
105776,105776,106081,108356,108356,4126,48960,258,67,0,-20,-1,77,6,60,222
96543,96543,96844,99115,99115,4112,57600,114,76,0,16,2,42,1,8,166
126749,126749,127334,132282,132282,4221,78960,83,75,0,0,1,5,0,75,89
45584,45584,45588,45592,45592,2218,45000,153,57,0,9,6,18,6,42,237
94971,94971,95265,97529,97529,4110,40080,182,62,0,-8,6,1130,32,39,211
88127,88127,88397,90632,90632,3234,74760,51,61,0,7,0,14,2,72,34
25979,25979,25980,25981,25981,2107,17400,19,81,0,10,0,20,0,69,13
86468,86468,86737,88971,88971,3231,48240,68,77,0,-7,-4,10,2,52,109
7633,7633,7633,7633,7633,1112,53640,101,11,0,-6,1,8,0,12,106
17597,17597,17597,17597,17597,1211,47880,179,62,0,55,-18,1026,91,65,115
158722,158722,159698,167343,167343,6209,57240,68,46,0,22,1,144,6,48,57
49792,49792,49800,49808,49808,3104,32520,79,9,0,9,1,33,0,15,25
63403,63403,63513,64475,64475,3126,64560,72,70,0,-7,-2,84,8,47,143
101645,101645,101950,104225,104225,4120,70560,176,71,0,-9,0,29,0,45,212
95699,95699,95993,98257,98257,4111,41040,172,4,1,-12,1,46,0,14,136
109780,109780,110160,112761,112761,4132,60720,98,81,0,4,-2,20,1,78,142
45123,45123,45127,45131,45131,2217,76080,53,10,0,-2,0,89,3,9,90
96540,96540,96841,99112,99112,4112,57240,102,75,0,28,1,258,2,13,147
73,73,73,73,73,1101,8760,15,81,0,-4,0,3,0,0,0
45005,45005,45009,45013,45013,2217,61920,172,57,0,64,-13,910,34,17,97
110923,110923,111351,114171,114171,4134,57120,118,77,0,-18,0,80,0,22,190
5405,5405,5405,5405,5405,1108,45480,126,66,0,-21,2,89,18,12,168
85212,85212,85478,87709,87709,3229,69600,103,44,0,14,2,46,4,86,46
95743,95743,96037,98301,98301,4111,46320,202,61,0,6,4,56,6,70,148
94195,94195,94489,96753,96753,4109,33360,69,7,1,-2,2,14,2,3,61
7628,7628,7628,7628,7628,1112,53040,100,19,0,49,6,860,11,20,156
13374,13374,13374,13374,13374,1204,55320,135,30,1,28,-5,152,8,16,121
109758,109758,110138,112739,112739,4132,58080,130,29,0,2,2,27,150,74,175
5355,5355,5355,5355,5355,1108,39480,201,64,0,-21,-5,114,8,50,275
26040,26040,26041,26042,26042,2107,24720,152,71,0,13,3,104,2,58,102
94985,94985,95279,97543,97543,4110,41760,137,13,0,-36,1,234,0,19,144
55715,55715,55727,55917,55917,3114,74400,47,3,0,-14,0,89,0,0,0
93480,93480,93774,96038,96038,4108,33960,49,3,0,8,1,28,0,10,82
45845,45845,45849,45853,45853,2218,76320,106,27,1,-36,-7,230,8,8,50
94342,94342,94636,96900,96900,4109,51000,211,41,0,1,-3,53,2,68,170
75609,75609,75856,77788,77788,3215,35760,137,69,0,-9,-1,81,6,56,168
96396,96396,96697,98968,98968,4112,39960,102,74,0,10,2,27,0,11,164
8321,8321,8321,8321,8321,1113,53640,251,16,1,-95,-5,1580,4,11,101
29278,29278,29279,29280,29280,2111,74760,85,68,0,59,-9,600,14,22,118
103051,103051,103356,105631,105631,4122,66480,167,75,0,24,-3,133,2,73,202
124717,124717,125302,130250,130250,4219,7440,8,80,0,5,0,4,0,84,12
124003,124003,124588,129536,129536,4218,8160,8,84,0,5,0,4,0,86,9
94386,94386,94680,96944,96944,4109,56280,203,32,0,16,4,42,2,38,154
94968,94968,95262,97526,97526,4110,39720,129,76,0,-11,1,29,1,25,138
28971,28971,28972,28973,28973,2111,37920,79,66,0,5,-5,1408,38,16,135
36431,36431,36434,36437,36437,2202,69600,58,82,0,-30,0,150,0,63,102
143696,143696,144506,151269,151269,5202,24840,64,27,1,6,13,6,52,76,73
13052,13052,13052,13052,13052,1204,16680,15,85,0,-7,0,8,0,84,10
88085,88085,88355,90590,90590,3234,69720,69,64,0,-8,-5,24,10,67,82
55712,55712,55724,55914,55914,3114,74040,29,4,0,5,2,10,2,0,0
112578,112578,113037,115921,115921,4137,7920,6,79,0,-4,0,2,0,0,0
110336,110336,110749,113435,113435,4133,55200,201,29,0,9,2,33,1,79,115
94915,94915,95209,97473,97473,4110,33360,66,81,0,-6,-1,8,0,7,69
98763,98763,99067,101341,101341,4116,70080,175,46,0,-1,14,46,50,54,246
80773,80773,81037,83266,83266,3223,54840,114,51,1,19,-10,66,20,0,0
94186,94186,94480,96744,96744,4109,32280,140,30,1,54,6,916,168,77,133
44325,44325,44329,44333,44333,2216,66720,162,17,0,12,-1,152,0,21,88
94927,94927,95221,97485,97485,4110,34800,127,74,0,-3,3,8,1,15,141
5275,5275,5275,5275,5275,1108,29880,54,9,1,6,2,8,22,12,96
94036,94036,94330,96594,96594,4109,14280,4,80,0,-3,0,10,0,80,2
93469,93469,93763,96027,96027,4108,32640,84,16,0,62,23,1090,508,19,200
75100,75100,75347,77279,77279,3214,61080,123,69,0,20,-3,123,1,69,107
21879,21879,21879,21879,21879,2101,43560,82,28,0,-12,5,42,6,0,0
127010,127010,127598,132549,132549,4222,24600,180,74,0,-25,3,272,2,49,213
95416,95416,95710,97974,97974,4111,7080,11,78,0,4,0,8,0,85,7
38853,38853,38856,38859,38859,2207,14640,22,83,0,-12,0,26,0,77,6
107074,107074,107381,109658,109658,4128,33960,108,75,0,-15,4,44,3,71,137
85715,85715,85981,88212,88212,3230,43560,99,59,0,4,-2,3,8,51,122
75864,75864,76111,78043,78043,3215,66360,91,24,1,-6,0,6,0,62,145
1731,1731,1731,1731,1731,1103,35760,219,19,0,36,8,390,10,25,135
95207,95207,95501,97765,97765,4110,68400,164,64,1,5,-8,5,18,23,184
4765,4765,4765,4765,4765,1107,55080,183,16,0,-17,15,508,113,14,79
83766,83766,84032,86263,86263,3227,68880,90,44,0,40,5,270,10,58,60
94984,94984,95278,97542,97542,4110,41640,101,14,0,27,-2,122,0,18,196
83896,83896,84162,86393,86393,3227,84480,67,68,0,-4,-1,13,0,68,39
110139,110139,110552,113238,113238,4133,31560,117,10,0,-13,1,28,0,11,67
1490,1490,1490,1490,1490,1103,6000,61,72,0,-12,0,34,0,59,39
110074,110074,110487,113173,113173,4133,23760,177,68,0,-18,3,56,2,80,111
1201,1201,1201,1201,1201,1102,57720,136,10,0,-25,3,180,10,11,64
94102,94102,94396,96660,96660,4109,22200,60,80,0,-13,-3,28,2,81,45
96039,96039,96333,98597,98597,4111,81840,82,76,0,-15,-1,37,0,77,58
109706,109706,110086,112687,112687,4132,51840,102,31,0,-5,-7,5,8,75,156
4814,4814,4814,4814,4814,1107,60960,252,34,0,1,11,122,20,37,178
109753,109753,110133,112734,112734,4132,57480,139,34,0,-20,8,194,149,75,177
44895,44895,44899,44903,44903,2217,48720,235,41,0,-1,0,24,0,24,169
100205,100205,100509,102783,102783,4118,70320,150,26,0,1,0,220,5,42,228
8010,8010,8010,8010,8010,1113,12480,33,90,0,-13,0,30,0,72,18
8022,8022,8022,8022,8022,1113,13920,11,90,0,3,0,10,0,72,10
94192,94192,94486,96750,96750,4109,33000,85,13,1,-9,-3,14,4,5,60
29277,29277,29278,29279,29279,2111,74640,144,59,0,-39,3,566,26,29,128
7632,7632,7632,7632,7632,1112,53520,95,12,0,0,0,2,2,14,120
43486,43486,43490,43494,43494,2215,52440,96,20,0,2,1,4,0,0,0
88162,88162,88432,90667,90667,3234,78960,67,58,0,10,7,96,9,64,78
95893,95893,96187,98451,98451,4111,64320,221,64,0,-7,-1,8,1,72,175
27236,27236,27237,27238,27238,2108,81840,122,72,1,5,2,8,1,11,117
4686,4686,4686,4686,4686,1107,45600,163,11,1,5,1,8,1,13,86
95687,95687,95981,98245,98245,4111,39600,150,22,1,10,8,54,118,77,118
83154,83154,83420,85651,85651,3226,81840,44,65,0,-9,3,74,1,57,81
31253,31253,31256,31259,31259,2114,53040,131,53,1,40,-11,346,49,13,88
22598,22598,22599,22600,22600,2102,43680,92,21,1,8,6,37,8,28,75
75860,75860,76107,78039,78039,3215,65880,100,34,1,-2,3,89,6,68,141
93468,93468,93762,96026,96026,4108,32520,146,39,0,14,32,121,278,18,194
93122,93122,93415,95678,95678,4107,77160,107,65,0,14,1,50,0,76,99
42534,42534,42538,42542,42542,2212,24600,151,59,0,4,-1,6,0,41,203
37833,37833,37836,37839,37839,2205,65040,53,27,0,-18,-8,56,18,0,0
36052,36052,36055,36058,36058,2202,24120,63,26,1,18,3,54,10,67,122
93939,93939,94233,96497,96497,4109,2640,24,80,0,-2,0,0,0,80,16
99213,99213,99517,101791,101791,4117,37680,171,67,0,-1,2,6,0,69,140
55709,55709,55721,55911,55911,3114,73680,40,13,0,33,31,726,262,0,0
41309,41309,41313,41317,41317,2210,50400,91,18,1,38,1,454,0,10,56
110180,110180,110593,113279,113279,4133,36480,197,30,0,23,0,108,5,74,141
95431,95431,95725,97989,97989,4111,8880,11,78,0,1,0,0,0,85,7
5851,5851,5851,5851,5851,1109,12600,12,73,0,1,0,0,0,82,12
94245,94245,94539,96803,96803,4109,39360,145,26,1,-12,1,237,9,17,122
106430,106430,106735,109010,109010,4127,42600,169,63,0,-13,0,48,2,12,177
110502,110502,110915,113601,113601,4133,75120,129,64,0,-68,3,888,4,78,79
46562,46562,46566,46570,46570,2219,75960,117,63,0,-19,-15,794,170,19,74
